,Unnamed: 0,Type,ComplexID,ID,Name,Street,District,Date,Discount,URL,FullName,Rooms,MaxTotalArea,MaxPPSM,MaxTotalPrice,MinTotalArea,MinPPSM,MinTotalPrice,TotalArea,TotalPrice,PPSM,Location
64,142,car,117,121,"вул. Горлівська, 38/40","вул. Горлівська, 38/40",Дарницький р-н,введений,-15%,,"вул. Горлівська, 38/40 вул. Горлівська, 38/40",,,,9999999.0,,,160000.0,,0.16-10.0 млн. грн.,,"50.413047, 30.6613289"
65,113,car,2,45,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 2 черга,"вул. Саперне Поле, 12",Печерськйи р-н,введений,,https://kmb.ua/objects/6-zhk-frantsuzkij-kvartal/?type=4,"ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 2 черга вул. Саперне Поле, 12",,,,9999999.0,,,285000.0,,0.28-10.0 млн. грн.,,"50.414556, 30.5251132"
66,124,car,103,106,"вул. Ф. Ернста, 14","вул. Пулюя,2-4",Солом'янський р-н,введений,-30%,https://kmb.ua/objects/131-vul-f-ernsta-14/,"вул. Ф. Ернста, 14 вул. Пулюя,2-4",,,,9999999.0,,,153000.0,,0.15-10.0 млн. грн.,,"50.4157184, 30.4615276"
67,140,car,115,119,"вул. Драгоманова, 1-Н","Позняки, 5-а",Дарницький р-н,введений,-20%,https://kmb.ua/objects/118-vul-dragomanova-1-n/,"вул. Драгоманова, 1-Н Позняки, 5-а",,,,9999999.0,,,200000.0,,0.2-10.0 млн. грн.,,"50.416548, 30.6359948"
68,116,car,2,46,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 5 черга,"вул. Анрі Барбюса, 52/1",Печерськйи р-н,введений,,https://kmb.ua/objects/6-zhk-frantsuzkij-kvartal/?type=4,"ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 5 черга вул. Анрі Барбюса, 52/1",,,,9999999.0,,,285000.0,,0.28-10.0 млн. грн.,,"50.4179952, 30.5281658"
69,3,flat,2,2,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 3 черга,вул. Анрі Барбюса.  52/1,Печерський р-н,введений,10%,https://kmb.ua/objects/6-zhk-frantsuzkij-kvartal/,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 3 черга (вул. Анрі Барбюса.  52/1),3 комнаты,98.2,45045.0,4423419.0,98.2,45045.0,4423419.0,98.2-98.2 кв м.,4.42-4.42 млн. грн.,45.0-45.0 тис. грн.,"50.4183396, 30.5295387"
70,4,flat,2,3,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 4 черга,вул. Анрі Барбюса.  52/2,Печерський р-н,введений,3%,https://kmb.ua/objects/6-zhk-frantsuzkij-kvartal/,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 4 черга (вул. Анрі Барбюса.  52/2),2 комнаты,71.8,47817.0,3138981.0,58.8,43718.0,2811640.0,58.8-71.8 кв м.,2.81-3.14 млн. грн.,43.7-47.8 тис. грн.,"50.4183396, 30.5295387"
71,5,flat,2,3,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 4 черга,вул. Анрі Барбюса.  52/2,Печерський р-н,введений,3%,https://kmb.ua/objects/6-zhk-frantsuzkij-kvartal/,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 4 черга (вул. Анрі Барбюса.  52/2),3 комнаты,108.3,46451.0,4947010.0,102.4,45085.0,4663296.0,102.4-108.3 кв м.,4.66-4.95 млн. грн.,45.1-46.5 тис. грн.,"50.4183396, 30.5295387"
72,6,flat,2,3,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 4 черга,вул. Анрі Барбюса.  52/2,Печерський р-н,введений,3%,https://kmb.ua/objects/6-zhk-frantsuzkij-kvartal/,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 4 черга (вул. Анрі Барбюса.  52/2),4 комнаты,163.7,44620.0,7304294.0,162.2,44174.0,7164990.0,162.2-163.7 кв м.,7.16-7.3 млн. грн.,44.2-44.6 тис. грн.,"50.4183396, 30.5295387"
73,112,car,2,44,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 1 черга,"вул. Анрі Барбюса, 52/1",Печерськйи р-н,введений,,https://kmb.ua/objects/6-zhk-frantsuzkij-kvartal/?type=4,"ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 1 черга вул. Анрі Барбюса, 52/1",,,,9999999.0,,,360000.0,,0.36-10.0 млн. грн.,,"50.4183396, 30.5295387"
74,114,car,2,2,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 3 черга,"вул. Анрі Барбюса, 52/1",Печерськйи р-н,введений,,https://kmb.ua/objects/6-zhk-frantsuzkij-kvartal/?type=4,"ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 3 черга вул. Анрі Барбюса, 52/1",,,,9999999.0,,,504000.0,,0.5-10.0 млн. грн.,,"50.4183396, 30.5295387"
75,115,car,2,3,ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 4 черга,"вул. Анрі Барбюса, 52/1",Печерськйи р-н,введений,,https://kmb.ua/objects/6-zhk-frantsuzkij-kvartal/?type=4,"ЖК ФРАНЦУЗЬКИЙ КВАРТАЛ 4 черга вул. Анрі Барбюса, 52/1",,,,9999999.0,,,285000.0,,0.28-10.0 млн. грн.,,"50.4183396, 30.5295387"
76,7,flat,3,4,ЖК — Лумумбы,вул. Лумумби Патріса. 11,Печерський р-н,введений,"При 100% оплаті:_x000D_
-20%_x000D_
При 50% оплаті:_x000D_
-10%_x000D_
",https://kmb.ua/objects/145-zhk-vul-lumumbi-11/,ЖК — Лумумбы (вул. Лумумби Патріса. 11),1 комната,54.57,50675.0,2762801.0,51.38,48262.0,2603682.0,51.38-54.57 кв м.,2.6-2.76 млн. грн.,48.3-50.7 тис. грн.,"50.420058, 30.529889"
77,8,flat,3,4,ЖК — Лумумбы,вул. Лумумби Патріса. 11,Печерський р-н,введений,"При 100% оплаті:_x000D_
-20%_x000D_
При 50% оплаті:_x000D_
-10%_x000D_
",https://kmb.ua/objects/145-zhk-vul-lumumbi-11/,ЖК — Лумумбы (вул. Лумумби Патріса. 11),2 комнаты,76.24,44990.0,3430038.0,75.19,44990.0,3382798.0,75.19-76.24 кв м.,3.38-3.43 млн. грн.,45.0-45.0 тис. грн.,"50.420058, 30.529889"
78,117,car,3,4,"вул. Лумумби, 11",,Печерськйи р-н,6.2018,,https://kmb.ua/objects/145-zhk-vul-lumumbi-11/?type=4,"вул. Лумумби, 11 ",,,,9999999.0,,,360800.0,,0.36-10.0 млн. грн.,,"50.4209277, 30.5326337"
79,128,car,18,47,ЖК — Освіти,вул. Освіти 16,Солом'янський р-н,введений,,https://kmb.ua/objects/18-zhk-osviti-16-16-a/,ЖК — Освіти вул. Освіти 16,,,,9999999.0,,,450000.0,,0.45-10.0 млн. грн.,,"50.4242035, 30.46722999999999"
80,0,flat,1,1,ЖК — Лейпцигская,вул. Лейпцизька. 13,Печерський р-н,05. 2018,"При 100% оплаті:  10%_x000D_
При 50% оплаті:  5%*_x000D_
(*для кв. 10 поверху та_x000D_
нижче)",https://kmb.ua/objects/1-zhk-vul-lejptsizka-13/, ЖК — Лейпцигская (вул. Лейпцизька. 13),1 комната,61.96,50160.0,3089856.0,53.43,49658.0,2680049.0,53.43-61.96 кв м.,2.68-3.09 млн. грн.,49.7-50.2 тис. грн.,"50.4312884, 30.5495065"
81,1,flat,1,1,ЖК — Лейпцигская,вул. Лейпцизька. 13,Печерський р-н,05. 2018,"При 100% оплаті:  10%_x000D_
При 50% оплаті:  5%*_x000D_
(*для кв. 10 поверху та_x000D_
нижче)",https://kmb.ua/objects/1-zhk-vul-lejptsizka-13/, ЖК — Лейпцигская (вул. Лейпцизька. 13),2 комнаты,103.15,48070.0,4858017.0,81.93,46762.0,3930876.0,81.93-103.15 кв м.,3.93-4.86 млн. грн.,46.8-48.1 тис. грн.,"50.4312884, 30.5495065"
82,2,flat,1,1,ЖК — Лейпцигская,вул. Лейпцизька. 13,Печерський р-н,05. 2018,"При 100% оплаті:  10%_x000D_
При 50% оплаті:  5%*_x000D_
(*для кв. 10 поверху та_x000D_
нижче)",https://kmb.ua/objects/1-zhk-vul-lejptsizka-13/, ЖК — Лейпцигская (вул. Лейпцизька. 13),3 комнаты,133.91,43890.0,5818537.0,117.07,43451.0,5086820.0,117.07-133.91 кв м.,5.09-5.82 млн. грн.,43.5-43.9 тис. грн.,"50.4312884, 30.5495065"
83,118,car,1,1,"ЖК вул. Лейпцизька, 13",,Печерськйи р-н,6.2018,,https://kmb.ua/objects/1-zhk-vul-lejptsizka-13/?type=4,"ЖК вул. Лейпцизька, 13 ",,,,9999999.0,,,485100.0,,0.49-10.0 млн. грн.,,"50.4312884, 30.5495065"
84,127,car,105,109,"вул. Ушинського, 14-б","вул. Ушинського, 14-А",Солом'янський р-н,введений,-30%,https://kmb.ua/objects/132-vul-ushinskogo-14-b/,"вул. Ушинського, 14-б вул. Ушинського, 14-А",,,,9999999.0,,,220000.0,,0.22-10.0 млн. грн.,,"50.4331751, 30.4484368"
85,134,car,109,113,"вул. Т.Строкача, 7",перетин пр-т 50-річчя Жовтня та вул. Строкача,Святошинський р-н,введений,-40%,https://kmb.ua/objects/137-vul-strokacha-7/,"вул. Т.Строкача, 7 перетин пр-т 50-річчя Жовтня та вул. Строкача",,,,9999999.0,,,140000.0,,0.14-10.0 млн. грн.,,"50.434499, 30.3987331"
86,153,noflat,201,201,"ж/м Позняки-2, буд. 8-а (секція 5,6)","Вул. А. Ахматової, 22",Дарницький р-н,,20%,,"ж/м Позняки-2, буд. 8-а (секція 5,6) Вул. А. Ахматової, 22",підвальні приміщення,146.2,23520.0,3274880.0,46.8,22400.0,1100736.0,46.8-146.2 кв м.,1.1-3.27 млн. грн.,22.4-23.5 тис. грн.,"50.4367049, 30.6180934"
87,154,noflat,201,202,"ж/м Позняки-2, буд. 7 (секція 1,2,3)","Вул. А. Ахматової, 30",Дарницький р-н,,20%,https://kmb.ua/objects/104-zhk-vul-a-akhmatovoji-30/,"ж/м Позняки-2, буд. 7 (секція 1,2,3) Вул. А. Ахматової, 30",приміщення побутового обслуговування,68.4,33000.0,2257200.0,34.3,33000.0,1131900.0,34.3-68.4 кв м.,1.13-2.26 млн. грн.,,"50.4367049, 30.6180934"
88,194,noflat,220,229,ЖК — Воссоединения,"пр-кт Возз'єднання, 21-В (секція 1-2)",Дніпровський р-н,,20%,https://kmb.ua/objects/3-zhk-prosp-vozz-ednannya-21-v/,"ЖК — Воссоединения пр-кт Возз'єднання, 21-В (секція 1-2)",Нежитлові приміщення,139.6,34500.0,4606800.0,85.8,31500.0,2831400.0,85.8-139.6 кв м.,2.83-4.61 млн. грн.,,"50.4388859, 30.610018"
89,66,flat,12,28,ЖК — Коперника,"вул. Коперника,7",Шевченківський р-н,введений,"При 100% оплаті - 10%_x000D_
(для 4 к.кв. та більше)",https://kmb.ua/objects/ukr-zhk-vul-kopernika-7/ ,"ЖК — Коперника (вул. Коперника,7)",3 комнаты,143.4,30416.0,4361712.0,143.3,30416.0,4358670.0,143.3-143.4 кв м.,4.36-4.36 млн. грн.,30.4-30.4 тис. грн.,"50.4396954, 30.5484946"
90,67,flat,12,28,ЖК — Коперника,"вул. Коперника,7",Шевченківський р-н,введений,"При 100% оплаті - 10%_x000D_
(для 4 к.кв. та більше)",https://kmb.ua/objects/ukr-zhk-vul-kopernika-7/ ,"ЖК — Коперника (вул. Коперника,7)",5 комнат,190.7,29820.0,5524198.0,179.0,28968.0,5337780.0,179-190.7 кв м.,5.34-5.52 млн. грн.,29.0-29.8 тис. грн.,"50.4396954, 30.5484946"
91,68,flat,12,28,ЖК — Коперника,"вул. Коперника,7",Шевченківський р-н,введений,"При 100% оплаті - 10%_x000D_
(для 4 к.кв. та більше)",https://kmb.ua/objects/ukr-zhk-vul-kopernika-7/ ,"ЖК — Коперника (вул. Коперника,7)",6,197.8,29820.0,5898396.0,197.8,29820.0,5898396.0,197.8-197.8 кв м.,5.9-5.9 млн. грн.,29.8-29.8 тис. грн.,"50.4396954, 30.5484946"
92,69,flat,12,28,ЖК — Коперника,"вул. Коперника,7",Шевченківський р-н,введений,"При 100% оплаті - 10%_x000D_
(для 4 к.кв. та більше)",https://kmb.ua/objects/ukr-zhk-vul-kopernika-7/ ,"ЖК — Коперника (вул. Коперника,7)",7,235.9,29252.0,6900547.0,235.9,29252.0,6900547.0,235.9-235.9 кв м.,6.9-6.9 млн. грн.,29.3-29.3 тис. грн.,"50.4396954, 30.5484946"
93,187,noflat,12,28,ЖК — Коперника,"вул. Коперника, 7",Шевченківський р-н,,20%,https://kmb.ua/objects/ukr-zhk-vul-kopernika-7/ ?type=2,"ЖК — Коперника вул. Коперника, 7",Нежитлові приміщення,44.7,34000.0,1519800.0,40.6,34000.0,1380400.0,40.6-44.7 кв м.,1.38-1.52 млн. грн.,,"50.4396954, 30.5484946"
94,188,noflat,12,328,ЖК — Коперника,"Коперника, 9-11",Шевченківський р-н,,20%,https://kmb.ua/objects/ukr-zhk-vul-kopernika-7/ ?type=2,"ЖК — Коперника Коперника, 9-11",Творчі майстерні,128.1,19500.0,2497950.0,128.1,19500.0,2497950.0,128.1-128.1 кв м.,2.5-2.5 млн. грн.,,"50.4396954, 30.5484946"
95,189,noflat,215,224,ЖК — Коперника,"вул. Полтавська, 10",Шевченківський р-н,,20%,https://kmb.ua/objects/427-zhk-vul-starokijivska-10/,"ЖК — Коперника вул. Полтавська, 10",Нежитлові приміщення,128.5,48300.0,6206550.0,79.1,48300.0,3820530.0,79.1-128.5 кв м.,3.82-6.21 млн. грн.,,"50.4396954, 30.5484946"
96,190,noflat,216,225,ЖК — Коперника,"вул. Чорновола, 27",Шевченківський р-н,,20%,,"ЖК — Коперника вул. Чорновола, 27",Нежитлові приміщення,60.5,44000.0,2662000.0,60.5,44000.0,2662000.0,60.5-60.5 кв м.,2.66-2.66 млн. грн.,,"50.4396954, 30.5484946"
97,191,noflat,217,226,ЖК — Коперника,"вул. Златоустівська, 55",Шевченківський р-н,,20%,,"ЖК — Коперника вул. Златоустівська, 55",Нежитлові приміщення,60.6,44000.0,2666400.0,60.6,44000.0,2666400.0,60.6-60.6 кв м.,2.67-2.67 млн. грн.,,"50.4396954, 30.5484946"
98,192,noflat,218,227,ЖК — Коперника,"ул. Златоустовская, 52",Шевченківський р-н,,20%,,"ЖК — Коперника ул. Златоустовская, 52",Приміщення для зберігання велосипедів,33.3,17200.0,572760.0,5.4,17200.0,92880.0,5.4-33.3 кв м.,0.09-0.57 млн. грн.,,"50.4396954, 30.5484946"
99,83,flat,14,32,ЖК — Чоколовский,"бульвар Чоколівський,27-Б",Солом'янський р-н,введений,10%,https://kmb.ua/objects/17-zhk-bul-chokolivskij-27-b/,"ЖК — Чоколовский (бульвар Чоколівський,27-Б)",1 комната,48.4,28560.0,1382304.0,48.4,28560.0,1382304.0,48.4-48.4 кв м.,1.38-1.38 млн. грн.,28.6-28.6 тис. грн.,"50.4412775, 30.4489605"
100,84,flat,14,32,ЖК — Чоколовский,"бульвар Чоколівський,27-Б",Солом'янський р-н,введений,10%,https://kmb.ua/objects/17-zhk-bul-chokolivskij-27-b/,"ЖК — Чоколовский (бульвар Чоколівський,27-Б)",2 комнаты,75.8,27489.0,2083666.0,53.8,24990.0,1344462.0,53.8-75.8 кв м.,1.34-2.08 млн. грн.,25.0-27.5 тис. грн.,"50.4412775, 30.4489605"
101,85,flat,15,33,ЖК — Гарматная,"вул.Гарматна,_x000D_
39-Г,_x000D_
ж/б №1_x000D_
",Солом'янський р-н,введений,5%,https://kmb.ua/objects/4-zhk-vul-garmatna-39-g/,"ЖК — Гарматная (вул.Гарматна,_x000D_
39-Г,_x000D_
ж/б №1_x000D_
)",3 комнаты,96.3,24734.0,2371991.0,94.6,23334.0,2209730.0,94.6-96.3 кв м.,2.21-2.37 млн. грн.,23.3-24.7 тис. грн.,"50.4462306, 30.4325286"
102,86,flat,15,34,ЖК — Гарматная,"вул.Гарматна,_x000D_
39-Г,_x000D_
ж/б №2 (вул. Західна, 10) _x000D_
",Солом'янський р-н,введений,5%,https://kmb.ua/objects/4-zhk-vul-garmatna-39-g/,"ЖК — Гарматная (вул.Гарматна,_x000D_
39-Г,_x000D_
ж/б №2 (вул. Західна, 10) _x000D_
)",1 комната,51.5,26838.0,1382163.0,49.7,26838.0,1333849.0,49.7-51.5 кв м.,1.33-1.38 млн. грн.,26.8-26.8 тис. грн.,"50.4462306, 30.4325286"
103,87,flat,15,34,ЖК — Гарматная,"вул.Гарматна,_x000D_
39-Г,_x000D_
ж/б №2 (вул. Західна, 10) _x000D_
",Солом'янський р-н,введений,5%,https://kmb.ua/objects/4-zhk-vul-garmatna-39-g/,"ЖК — Гарматная (вул.Гарматна,_x000D_
39-Г,_x000D_
ж/б №2 (вул. Західна, 10) _x000D_
)",3 комнаты,96.4,23136.0,2230310.0,94.9,23136.0,2195635.0,94.9-96.4 кв м.,2.2-2.23 млн. грн.,23.1-23.1 тис. грн.,"50.4462306, 30.4325286"
104,129,car,15,33,ЖК — Гарматная,"вул.Гарматна, 39-Г",Солом'янський р-н,введений,-15%,https://kmb.ua/objects/4-zhk-vul-garmatna-39-g/?type=4,"ЖК — Гарматная вул.Гарматна, 39-Г",,,,9999999.0,,,204120.0,,0.2-10.0 млн. грн.,,"50.4462306, 30.4325286"
105,180,noflat,15,33,ЖК — Гарматная,"вул.Гарматна, 39-Г Буд.№2",Солом'янський р-н,,20%,https://kmb.ua/objects/4-zhk-vul-garmatna-39-g/?type=2,"ЖК — Гарматная вул.Гарматна, 39-Г Буд.№2",Творчі майстерні,74.3,23000.0,1708900.0,64.2,23000.0,1476600.0,64.2-74.3 кв м.,1.48-1.71 млн. грн.,,"50.4462306, 30.4325286"
106,40,flat,10,18,ЖК Manhattan city,"перетин просп._x000D_
Перемоги та вул._x000D_
Борщагівська_x000D_
(буд.1)",Шевченківський р-н,12.2018,"При 100% оплаті -20%_x000D_
При 50% оплаті - 7,5%",https://kmb.ua/objects/323-zhk-manhattan-city/,"ЖК Manhattan city (перетин просп._x000D_
Перемоги та вул._x000D_
Борщагівська_x000D_
(буд.1))",1 комната,57.1,33174.0,1894227.0,50.3,31175.0,1568105.0,50.3-57.1 кв м.,1.57-1.89 млн. грн.,31.2-33.2 тис. грн.,"50.44836799999999, 30.478063"
107,41,flat,10,18,ЖК Manhattan city,"перетин просп._x000D_
Перемоги та вул._x000D_
Борщагівська_x000D_
(буд.1)",Шевченківський р-н,12.2018,"При 100% оплаті -20%_x000D_
При 50% оплаті - 7,5%",https://kmb.ua/objects/323-zhk-manhattan-city/,"ЖК Manhattan city (перетин просп._x000D_
Перемоги та вул._x000D_
Борщагівська_x000D_
(буд.1))",2 комнаты,85.5,32182.0,2751568.0,78.3,30477.0,2386320.0,78.3-85.5 кв м.,2.39-2.75 млн. грн.,30.5-32.2 тис. грн.,"50.44836799999999, 30.478063"
108,42,flat,10,18,ЖК Manhattan city,"перетин просп._x000D_
Перемоги та вул._x000D_
Борщагівська_x000D_
(буд.1)",Шевченківський р-н,12.2018,"При 100% оплаті -20%_x000D_
При 50% оплаті - 7,5%",https://kmb.ua/objects/323-zhk-manhattan-city/,"ЖК Manhattan city (перетин просп._x000D_
Перемоги та вул._x000D_
Борщагівська_x000D_
(буд.1))",3 комнаты,120.6,45147.0,5444728.0,86.4,31302.0,2704486.0,86.4-120.6 кв м.,2.7-5.44 млн. грн.,31.3-45.1 тис. грн.,"50.44836799999999, 30.478063"
109,185,noflat,10,18,ЖК Manhattan city,просп.Перемоги та вул. Борщагівська Буд. №1-3,Шевченківський р-н,,0%,https://kmb.ua/objects/323-zhk-manhattan-city/?type=2,ЖК Manhattan city просп.Перемоги та вул. Борщагівська Буд. №1-3,Нежитлові приміщення,4620.0,48300.0,37791600.0,24.5,36120.0,1176000.0,24.5-4620 кв м.,1.18-37.79 млн. грн.,,"50.44836799999999, 30.478063"
110,198,noflat,223,233,"вул. Алма-Атинська, 109,б ","вул. Алма-Атинська, 109,б ",Дніпровський р-н,,20%,https://kmb.ua/objects/333-vul-alma-atinska-109-b/,"вул. Алма-Атинська, 109,б  вул. Алма-Атинська, 109,б ",Нежитлове приміщення,138.7,13000.0,1803100.0,138.7,13000.0,1803100.0,138.7-138.7 кв м.,1.8-1.8 млн. грн.,,"50.4519166, 30.6798705"
111,193,noflat,219,228,ЖК — Старокиевский,"вул. Старокиївська, 10, ж/б 1 та ж/б 2",Шевченківський р-н,,20%,https://kmb.ua/objects/93-zhk-zlatoustivskij/,"ЖК — Старокиевский вул. Старокиївська, 10, ж/б 1 та ж/б 2",Нежитлові приміщення,296.4,38808.0,11437335.0,83.18,30870.0,2701686.4,83.18-296.4 кв м.,2.7-11.44 млн. грн.,,"50.4530665, 30.4740385"
112,139,car,114,118,"Вул. Полтавська, 10","вул. Чорновола, Дмитрівська, Полтавська, ж/б 2",Шевченківський р-н,введений,-25%,https://kmb.ua/objects/93-zhk-zlatoustivskij/?type=4,"Вул. Полтавська, 10 вул. Чорновола, Дмитрівська, Полтавська, ж/б 2",,,,9999999.0,,,290000.0,,0.29-10.0 млн. грн.,,"50.4556299, 30.4867488"
113,205,noflat,227,237,"ЖК пр-т Палладина, 25","просп. Академіка Палладіна, буд 25-а",Святошинський -р-н,,20%,https://kmb.ua/objects/98-zhk-prosp-palladina-25/,"ЖК пр-т Палладина, 25 просп. Академіка Палладіна, буд 25-а",Нежитлове приміщення,179.4,19500.0,3498300.0,179.4,19500.0,3498300.0,179.4-179.4 кв м.,3.5-3.5 млн. грн.,,"50.462562, 30.3744585"
114,17,flat,8,10,ЖК — Каховская,"ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 1)",Дніпровський р-н,12.2018,"При 100% оплаті:-10%_x000D_
При 50% платі: -5%_x000D_
(для 1-2к.кв)_x000D_
При 100% оплаті:-15%_x000D_
При 50% платі: -7,5%_x000D_
(для 3 к.кв та більше)",https://kmb.ua/objects/299-zhk-vul-kakhovska-60/,"ЖК — Каховская (ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 1))",1 комната,37.62,23400.0,880308.0,36.25,23166.0,839768.0,36.25-37.62 кв м.,0.84-0.88 млн. грн.,23.2-23.4 тис. грн.,"50.46263709999999, 30.59141859999999"
115,18,flat,8,10,ЖК — Каховская,"ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 1)",Дніпровський р-н,12.2018,"При 100% оплаті:-10%_x000D_
При 50% платі: -5%_x000D_
(для 1-2к.кв)_x000D_
При 100% оплаті:-15%_x000D_
При 50% платі: -7,5%_x000D_
(для 3 к.кв та більше)",https://kmb.ua/objects/299-zhk-vul-kakhovska-60/,"ЖК — Каховская (ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 1))",2 комнаты,61.94,22620.0,1401083.0,61.94,22394.0,1387072.0,61.94-61.94 кв м.,1.39-1.4 млн. грн.,22.4-22.6 тис. грн.,"50.46263709999999, 30.59141859999999"
116,19,flat,8,10,ЖК — Каховская,"ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 1)",Дніпровський р-н,12.2018,"При 100% оплаті:-10%_x000D_
При 50% платі: -5%_x000D_
(для 1-2к.кв)_x000D_
При 100% оплаті:-15%_x000D_
При 50% платі: -7,5%_x000D_
(для 3 к.кв та більше)",https://kmb.ua/objects/299-zhk-vul-kakhovska-60/,"ЖК — Каховская (ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 1))",3 комнаты,74.66,22230.0,1659692.0,74.66,22230.0,1659692.0,74.66-74.66 кв м.,1.66-1.66 млн. грн.,22.2-22.2 тис. грн.,"50.46263709999999, 30.59141859999999"
117,20,flat,8,11,ЖК — Каховская,"ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 2)",Дніпровський р-н,12.2018,"При 100% оплаті:-10%_x000D_
При 50% платі: -5%_x000D_
(для 1-2к.кв)_x000D_
При 100% оплаті:-15%_x000D_
При 50% платі: -7,5%_x000D_
(для 3 к.кв та більше)",https://kmb.ua/objects/299-zhk-vul-kakhovska-60/,"ЖК — Каховская (ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 2))",1 комната,39.94,23400.0,934596.0,36.25,23166.0,839768.0,36.25-39.94 кв м.,0.84-0.93 млн. грн.,23.2-23.4 тис. грн.,"50.46263709999999, 30.59141859999999"
118,21,flat,8,11,ЖК — Каховская,"ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 2)",Дніпровський р-н,12.2018,"При 100% оплаті:-10%_x000D_
При 50% платі: -5%_x000D_
(для 1-2к.кв)_x000D_
При 100% оплаті:-15%_x000D_
При 50% платі: -7,5%_x000D_
(для 3 к.кв та більше)",https://kmb.ua/objects/299-zhk-vul-kakhovska-60/,"ЖК — Каховская (ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 2))",2 комнаты,61.94,22620.0,1401083.0,61.94,22394.0,1387072.0,61.94-61.94 кв м.,1.39-1.4 млн. грн.,22.4-22.6 тис. грн.,"50.46263709999999, 30.59141859999999"
119,22,flat,8,11,ЖК — Каховская,"ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 2)",Дніпровський р-н,12.2018,"При 100% оплаті:-10%_x000D_
При 50% платі: -5%_x000D_
(для 1-2к.кв)_x000D_
При 100% оплаті:-15%_x000D_
При 50% платі: -7,5%_x000D_
(для 3 к.кв та більше)",https://kmb.ua/objects/299-zhk-vul-kakhovska-60/,"ЖК — Каховская (ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 2))",3 комнаты,74.66,22230.0,1659692.0,74.66,22008.0,1643095.0,74.66-74.66 кв м.,1.64-1.66 млн. грн.,22.0-22.2 тис. грн.,"50.46263709999999, 30.59141859999999"
120,23,flat,8,11,ЖК — Каховская,"ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 2)",Дніпровський р-н,12.2018,"При 100% оплаті:-10%_x000D_
При 50% платі: -5%_x000D_
(для 1-2к.кв)_x000D_
При 100% оплаті:-15%_x000D_
При 50% платі: -7,5%_x000D_
(для 3 к.кв та більше)",https://kmb.ua/objects/299-zhk-vul-kakhovska-60/,"ЖК — Каховская (ЖК вул. Каховська,_x000D_
60_x000D_
(буд. 2))",5 комнат,145.38,21622.0,3143348.0,145.38,21622.0,3143348.0,145.38-145.38 кв м.,3.14-3.14 млн. грн.,21.6-21.6 тис. грн.,"50.46263709999999, 30.59141859999999"
121,24,flat,8,12,ЖК — Каховская,"ЖК вул. Каховська, 60 (буд. 3)",Дніпровський р-н,12.2018,"При 100% оплаті:-10%_x000D_
При 50% платі: -5%_x000D_
(для 1-2к.кв)_x000D_
При 100% оплаті:-15%_x000D_
При 50% платі: -7,5%_x000D_
(для 3 к.кв та більше)",https://kmb.ua/objects/299-zhk-vul-kakhovska-60/,"ЖК — Каховская (ЖК вул. Каховська, 60 (буд. 3))",1 комната,39.94,23760.0,948974.0,36.25,23522.0,852687.0,36.25-39.94 кв м.,0.85-0.95 млн. грн.,23.5-23.8 тис. грн.,"50.46263709999999, 30.59141859999999"
122,25,flat,8,12,ЖК — Каховская,"ЖК вул. Каховська, 60 (буд. 3)",Дніпровський р-н,12.2018,"При 100% оплаті:-10%_x000D_
При 50% платі: -5%_x000D_
(для 1-2к.кв)_x000D_
При 100% оплаті:-15%_x000D_
При 50% платі: -7,5%_x000D_
(для 3 к.кв та більше)",https://kmb.ua/objects/299-zhk-vul-kakhovska-60/,"ЖК — Каховская (ЖК вул. Каховська, 60 (буд. 3))",2 комнаты,61.94,22968.0,1422638.0,61.94,22738.0,1408412.0,61.94-61.94 кв м.,1.41-1.42 млн. грн.,22.7-23.0 тис. грн.,"50.46263709999999, 30.59141859999999"
